N,P,K,temperature,humidity,ph,rainfall,label
109.0,57.4,52.7,29.8,82.8,5.58,174.2,Rice
110.1,44.7,53.0,22.6,50.8,7.1,76.0,Cotton
72.7,47.8,28.9,27.8,48.6,7.2,65.7,Sunflower
47.2,20.9,19.5,26.4,44.1,6.37,59.4,Pearl Millet
22.2,51.0,18.5,23.7,55.1,6.68,64.1,Black Gram
30.0,44.7,24.2,24.4,60.1,6.87,60.7,Groundnut
118.9,56.6,106.1,19.2,52.9,5.76,76.3,Potato
21.2,37.6,17.7,30.4,56.5,6.73,82.6,Green Gram
48.2,26.1,15.5,33.8,38.8,7.06,35.9,Pearl Millet
30.2,78.9,22.7,29.3,79.4,6.85,85.5,Soybean
82.6,33.7,16.1,27.9,37.7,6.37,65.8,Sorghum
76.8,37.7,21.9,20.7,44.0,7.03,32.1,Mustard
21.0,24.8,18.5,34.4,54.9,5.92,55.1,Sesame
55.5,24.9,14.4,31.5,26.5,7.5,58.2,Pearl Millet
91.5,55.4,29.7,20.2,55.2,6.95,77.0,Wheat
78.8,28.0,16.0,32.0,32.1,7.21,43.7,Pearl Millet
35.1,17.2,18.7,31.4,39.6,5.74,57.0,Sesame
109.5,51.2,49.2,27.3,65.8,5.78,65.5,Brinjal
50.3,52.2,21.8,20.0,53.0,6.28,65.0,Sunflower
23.0,37.7,16.1,31.2,65.0,6.88,75.8,Green Gram
73.1,31.3,20.0,25.7,32.2,6.9,57.0,Sorghum
21.3,54.7,20.3,23.1,71.6,6.38,81.1,Black Gram
21.0,79.4,25.2,25.3,74.0,6.76,109.0,Soybean
97.3,44.5,47.7,28.3,50.9,6.43,93.3,Cotton
151.4,47.4,55.2,28.3,67.0,6.84,162.0,Sugarcane
17.2,45.4,20.6,31.4,58.9,6.96,82.7,Black Gram
76.7,34.3,20.2,16.3,40.5,6.98,33.6,Mustard
32.5,16.3,18.8,27.7,39.9,5.95,55.2,Sesame
117.8,57.3,53.9,26.1,64.9,6.99,62.9,Tomato
163.5,47.5,71.0,30.7,78.0,6.22,243.5,Sugarcane
60.6,49.6,17.5,22.1,74.2,6.28,102.0,Maize
59.9,42.5,23.4,24.4,50.8,6.99,55.7,Mustard
27.2,40.6,22.2,29.4,55.6,6.31,83.1,Pigeon Pea
130.0,49.9,60.3,22.2,72.7,6.76,69.8,Tomato
25.6,58.8,17.4,27.5,55.4,5.9,98.8,Pigeon Pea
90.5,49.0,16.3,24.2,61.1,6.46,69.8,Wheat
59.5,38.2,19.7,29.7,49.0,6.23,64.4,Sorghum
75.2,24.7,19.0,31.2,28.3,6.7,36.1,Pearl Millet
102.9,55.2,65.2,26.0,66.0,6.7,76.8,Brinjal
74.2,43.5,16.7,24.3,54.1,6.83,44.2,Sunflower
86.7,33.0,16.0,29.0,48.2,7.17,45.9,Sorghum
22.0,51.4,24.0,23.9,64.2,6.12,90.1,Pigeon Pea
20.5,38.8,23.6,24.6,59.5,6.72,70.0,Black Gram
69.3,49.3,23.7,21.4,53.9,6.53,59.8,Sunflower
105.3,65.6,53.3,24.4,67.3,5.59,97.4,Brinjal
92.7,45.1,40.4,22.7,59.0,6.2,44.4,Chili
22.0,41.3,15.4,22.2,45.8,6.76,29.7,Chickpea
121.0,56.2,58.3,29.0,66.0,5.83,71.8,Brinjal
23.5,43.5,18.2,26.4,62.0,6.41,102.7,Pigeon Pea
116.6,67.2,99.3,22.4,66.8,6.24,68.9,Potato
114.0,52.7,88.4,16.6,62.8,6.38,60.4,Potato
104.4,50.3,58.5,25.2,69.8,6.51,45.8,Chili
102.5,58.1,106.1,16.5,57.4,6.4,57.7,Potato
180.2,54.7,78.6,29.4,69.2,6.58,204.4,Sugarcane
73.9,20.4,17.9,34.4,40.6,7.39,54.2,Pearl Millet
110.0,54.6,67.5,22.4,60.7,5.66,88.0,Brinjal
64.3,21.7,17.4,27.3,26.5,6.68,44.2,Pearl Millet
30.5,48.4,26.7,26.5,59.6,6.97,83.6,Groundnut
77.4,39.0,23.1,26.4,55.4,6.65,47.7,Sunflower
57.0,31.4,20.8,29.9,46.1,6.34,67.6,Sorghum
97.5,57.6,42.0,27.1,85.7,5.9,243.3,Rice
29.0,50.1,21.6,24.0,63.2,6.46,98.5,Pigeon Pea
103.5,66.6,46.1,22.3,70.2,6.95,89.3,Tomato
21.6,61.4,21.8,23.8,39.1,7.31,22.4,Chickpea
118.0,58.8,43.6,21.9,53.3,6.79,40.3,Chili
54.7,24.8,16.9,23.1,69.4,5.74,72.2,Finger Millet
71.7,58.3,19.0,18.8,67.3,5.94,77.3,Maize
59.1,25.7,24.4,19.6,41.0,6.22,54.9,Mustard
67.9,35.0,24.8,22.8,53.2,6.38,53.2,Mustard
23.9,49.2,23.1,20.2,37.3,6.19,41.5,Chickpea
67.3,25.7,21.3,24.3,55.9,5.56,88.1,Finger Millet
22.0,51.4,20.8,18.6,38.3,6.76,53.2,Chickpea
99.2,55.0,19.4,21.0,67.2,7.17,52.0,Wheat
114.0,61.7,25.6,22.9,63.9,7.02,80.9,Wheat
15.5,52.6,19.4,27.9,52.8,6.01,54.8,Green Gram
52.6,36.5,17.9,29.4,30.5,6.45,65.1,Sorghum
27.0,49.1,15.1,24.3,53.2,5.67,93.8,Pigeon Pea
23.0,52.9,20.2,19.6,35.6,6.88,20.4,Lentil
123.2,51.8,67.6,28.0,73.4,6.78,80.6,Tomato
23.7,42.2,18.7,20.8,46.0,5.88,63.7,Pigeon Pea
67.8,50.3,17.8,19.9,65.3,5.81,60.4,Maize
22.9,71.3,15.8,24.5,63.0,6.58,103.1,Soybean
109.0,41.0,54.1,24.1,56.1,6.15,82.0,Chili
50.6,38.1,18.8,20.7,46.8,6.34,55.4,Mustard
39.6,59.1,17.4,25.4,61.3,6.64,87.0,Groundnut
86.1,58.5,23.7,24.9,70.8,6.6,73.0,Maize
45.2,25.4,21.4,20.7,54.0,5.96,99.8,Finger Millet
18.6,47.7,18.8,24.5,64.6,6.03,82.6,Pigeon Pea
82.1,45.7,50.8,27.4,62.2,6.02,108.3,Cotton
79.4,36.5,19.3,22.4,50.0,6.57,72.7,Sunflower
61.0,50.2,22.3,22.0,47.5,6.52,45.5,Sunflower
117.6,63.0,59.0,22.2,73.8,6.41,61.8,Brinjal
18.7,47.0,21.1,25.7,73.1,6.75,68.6,Black Gram
65.3,26.9,17.2,21.3,68.8,5.13,60.0,Finger Millet
69.2,25.4,19.8,23.6,62.1,6.19,85.8,Finger Millet
112.6,42.0,37.4,29.0,82.6,6.38,260.3,Rice
27.6,53.7,28.7,30.0,54.5,6.89,69.4,Groundnut
119.9,59.4,66.3,19.6,55.3,6.69,44.9,Tomato
29.8,16.4,14.0,30.1,51.5,5.61,47.2,Sesame
27.2,65.7,15.2,29.4,72.1,6.2,116.0,Soybean
64.0,52.2,20.1,22.7,64.7,7.37,41.2,Sunflower
95.9,54.0,58.3,20.9,67.2,6.79,55.8,Chili
22.2,50.4,24.8,17.0,39.3,6.44,26.9,Chickpea
21.0,29.3,15.8,33.1,43.5,6.85,51.9,Sesame
17.0,46.5,24.3,23.5,74.4,7.42,85.4,Black Gram
57.3,25.1,23.1,22.4,50.6,5.91,63.0,Finger Millet
114.3,57.5,60.6,22.1,70.9,6.73,94.6,Brinjal
106.3,63.9,16.0,12.7,55.6,6.39,62.3,Wheat
123.7,52.3,61.4,20.4,67.2,6.43,68.4,Brinjal
66.3,42.7,17.9,25.8,68.5,6.76,72.5,Maize
75.5,30.1,19.1,18.5,45.7,6.99,31.2,Mustard
57.4,24.9,14.4,27.8,39.0,6.76,58.0,Pearl Millet
19.8,43.4,18.0,20.7,43.8,6.52,49.9,Chickpea
23.5,55.4,15.4,19.0,48.0,7.05,45.5,Chickpea
113.3,45.2,57.7,26.9,63.3,6.37,43.0,Chili
90.4,41.0,51.2,27.5,53.9,6.37,40.8,Chili
78.9,36.1,16.4,20.5,74.4,6.2,84.1,Maize
15.2,41.3,23.2,27.5,64.0,6.43,61.9,Black Gram
33.0,63.1,22.0,25.3,63.0,6.96,90.2,Soybean
20.8,53.1,18.2,21.7,38.8,6.62,30.1,Lentil
84.0,52.6,21.9,21.4,58.3,6.32,67.1,Maize
113.2,35.9,46.9,24.3,72.4,5.58,254.4,Rice
173.1,46.6,61.7,24.0,79.3,7.44,219.1,Sugarcane
21.6,38.2,21.9,16.3,43.5,6.25,42.5,Lentil
60.5,23.2,17.4,22.8,55.3,5.42,51.0,Finger Millet
17.5,47.1,22.9,24.1,54.5,6.35,55.3,Chickpea
97.7,55.3,49.3,18.2,59.2,6.54,64.1,Tomato
60.0,24.7,15.1,26.2,32.8,7.48,55.8,Pearl Millet
22.6,61.6,17.4,15.8,42.1,7.12,42.0,Chickpea
199.0,51.3,73.3,31.5,74.3,7.05,223.7,Sugarcane
108.9,63.5,116.2,17.1,53.5,6.04,79.1,Potato
110.6,46.1,46.7,20.1,73.3,6.03,73.4,Brinjal
27.0,41.0,15.9,25.4,52.5,6.91,57.0,Groundnut
89.3,59.3,53.0,23.0,68.6,6.74,54.2,Chili
18.8,40.7,15.1,21.3,51.2,5.68,109.3,Pigeon Pea
60.7,42.9,15.7,24.7,47.3,6.28,50.4,Mustard
81.6,49.8,48.6,22.2,80.2,5.73,246.8,Rice
86.3,57.6,44.8,29.7,61.9,6.24,64.9,Chili
75.0,50.1,21.9,24.3,62.9,6.43,50.0,Sunflower
29.2,18.2,18.7,29.2,50.0,6.32,48.4,Sesame
104.0,39.5,44.6,26.9,53.7,7.36,82.6,Cotton
63.6,27.6,18.0,21.5,52.1,5.68,87.8,Finger Millet
115.1,64.0,57.5,28.8,55.8,6.7,59.8,Brinjal
25.5,54.0,18.9,19.2,46.2,6.01,23.1,Chickpea
122.1,65.7,68.8,19.5,65.0,6.58,56.5,Tomato
103.8,62.4,109.0,23.9,63.9,6.03,60.6,Potato
80.8,51.9,18.1,25.0,70.5,6.43,108.8,Maize
111.0,42.0,40.8,29.2,52.2,6.13,90.0,Cotton
123.6,64.1,63.0,28.0,60.2,6.74,67.6,Tomato
117.6,37.0,42.0,29.6,46.7,7.29,108.6,Cotton
36.5,28.3,19.4,28.4,40.9,5.85,64.1,Sesame
23.8,40.2,22.6,22.1,42.3,6.08,50.2,Chickpea
91.8,48.9,46.8,18.1,61.1,6.39,52.1,Tomato
124.8,61.6,111.3,16.6,56.1,5.67,54.6,Potato
17.7,58.6,22.6,22.1,51.8,6.71,94.8,Pigeon Pea
36.7,42.6,22.0,31.0,51.1,6.89,61.0,Groundnut
16.3,54.0,20.0,16.4,43.8,6.5,40.9,Chickpea
51.1,31.7,15.1,32.9,37.7,6.06,69.4,Sorghum
23.4,53.2,17.8,28.1,51.9,6.92,67.2,Groundnut
217.6,53.7,79.7,26.0,82.0,6.32,200.6,Sugarcane
21.3,42.5,16.4,29.1,67.1,7.03,45.7,Green Gram
127.7,47.7,81.9,22.1,57.7,5.16,70.5,Potato
23.9,57.5,24.1,27.4,72.9,6.86,94.3,Soybean
23.9,49.6,24.3,25.3,65.1,6.02,50.3,Black Gram
187.3,52.9,63.4,29.6,80.4,6.53,219.4,Sugarcane
28.8,57.2,16.3,18.6,46.8,7.25,21.7,Chickpea
38.6,37.4,20.6,29.7,54.5,6.66,58.2,Groundnut
119.8,49.3,60.1,20.9,70.9,6.8,78.8,Tomato
80.8,37.6,51.0,23.8,83.1,5.74,164.9,Rice
37.7,29.6,15.6,30.7,41.0,6.38,50.4,Sesame
27.4,55.6,16.9,27.0,50.8,5.95,74.8,Pigeon Pea
99.2,47.1,23.6,23.3,62.5,6.14,70.2,Maize
46.3,24.0,21.6,29.7,67.9,5.91,89.8,Finger Millet
19.3,49.1,16.8,28.1,64.5,6.47,78.2,Green Gram
17.2,52.7,19.6,24.0,53.6,6.58,39.7,Chickpea
50.6,39.7,26.4,25.9,60.7,7.12,42.0,Sunflower
89.5,55.9,22.4,19.3,70.1,6.72,92.9,Maize
98.6,44.6,15.4,18.3,62.8,5.99,61.2,Maize
23.6,26.3,12.0,31.9,42.0,6.27,67.7,Sesame
125.7,54.2,63.1,18.8,66.8,6.48,88.9,Tomato
48.2,15.0,10.4,34.8,31.1,7.26,55.2,Pearl Millet
23.9,17.0,19.3,26.4,39.1,5.87,67.7,Sesame
110.9,40.0,35.1,30.2,84.1,6.23,265.7,Rice
175.6,64.8,70.8,31.2,66.2,6.02,219.9,Sugarcane
65.0,39.8,23.9,24.4,53.9,6.54,40.7,Sunflower
23.8,41.8,27.8,28.6,59.1,6.15,72.5,Groundnut
51.6,34.1,21.1,28.3,62.8,5.2,86.8,Finger Millet
91.0,54.2,52.1,28.5,55.9,6.91,77.2,Chili
105.8,49.3,42.1,31.9,82.1,5.74,165.3,Rice
103.3,45.5,52.9,30.2,76.8,5.76,207.0,Rice
100.6,53.7,37.4,23.0,52.6,6.72,79.6,Cotton
139.5,53.3,103.4,22.0,68.4,6.13,67.0,Potato
38.7,19.8,13.7,25.5,46.8,6.58,62.1,Sesame
30.3,40.3,23.0,30.7,62.3,6.63,77.1,Groundnut
202.5,45.0,71.8,29.1,65.2,6.55,210.7,Sugarcane
31.2,56.5,27.5,26.3,61.0,6.08,95.8,Groundnut
26.0,19.9,11.8,34.0,49.9,5.66,69.4,Sesame
31.7,41.9,15.5,30.6,55.5,6.8,64.4,Groundnut
25.3,59.2,15.5,25.1,78.1,6.24,80.3,Soybean
65.0,36.0,18.7,25.9,43.9,7.27,79.8,Sorghum
20.9,59.4,15.3,31.6,57.4,6.01,84.5,Groundnut
53.6,43.2,15.4,22.1,53.6,6.63,41.8,Sunflower
19.7,46.6,18.9,28.6,63.6,5.96,103.2,Pigeon Pea
16.3,61.6,18.2,16.8,39.8,6.63,30.0,Chickpea
20.7,43.8,15.7,19.6,51.4,6.61,45.0,Lentil
75.9,40.7,24.2,29.8,56.9,7.09,57.8,Sunflower
81.8,52.7,16.7,25.0,66.7,6.94,62.1,Maize
28.6,44.8,21.2,19.1,35.8,6.52,30.6,Chickpea
109.8,46.8,40.9,28.2,58.9,7.87,68.3,Cotton
76.2,37.8,20.8,31.3,33.9,6.71,75.8,Sorghum
52.9,25.8,22.5,17.5,54.9,6.15,55.7,Mustard
101.6,52.5,51.6,28.1,62.7,7.93,82.0,Cotton
34.7,56.6,28.5,28.5,66.3,6.97,84.4,Soybean
101.8,58.9,50.0,28.7,52.1,7.11,90.8,Cotton
18.6,35.9,23.5,31.1,71.4,6.19,89.9,Black Gram
17.0,36.2,22.8,25.7,60.2,5.72,88.6,Pigeon Pea
24.1,78.7,22.0,22.5,74.6,6.33,102.7,Soybean
113.6,41.4,41.6,25.6,62.8,6.21,77.3,Chili
57.5,30.1,21.3,21.9,52.5,7.28,58.9,Mustard
70.1,39.7,21.6,20.2,48.0,6.14,49.6,Sunflower
66.7,28.5,23.3,29.9,49.1,6.25,83.7,Finger Millet
56.0,27.3,23.4,15.4,40.7,7.44,41.4,Mustard
136.8,55.7,103.5,19.1,57.6,5.33,67.4,Potato
20.9,37.0,15.9,25.9,57.0,6.13,81.6,Pigeon Pea
109.2,35.9,42.3,25.3,48.7,6.24,103.5,Cotton
109.3,48.4,54.6,21.2,59.0,5.57,71.9,Brinjal
51.7,53.7,23.8,27.0,55.5,7.25,41.3,Sunflower
113.9,68.7,49.8,29.1,56.1,5.9,64.4,Brinjal
22.2,57.6,15.7,16.9,39.3,7.11,27.6,Chickpea
26.3,51.6,27.6,26.9,58.5,6.98,89.2,Groundnut
43.2,22.2,16.3,33.3,44.6,6.64,58.2,Pearl Millet
21.0,57.3,18.8,27.4,54.5,5.68,106.4,Pigeon Pea
109.9,49.6,89.2,17.4,54.6,5.99,44.6,Potato
73.5,41.6,23.9,27.2,62.8,7.25,64.3,Sunflower
91.1,60.4,55.3,27.2,65.0,6.71,50.9,Tomato
35.0,56.8,15.7,23.7,79.4,6.98,102.7,Soybean
103.2,51.1,90.2,15.9,57.8,5.88,63.1,Potato
117.9,54.1,37.8,30.7,79.7,6.39,270.0,Rice
85.2,58.9,47.1,24.3,83.4,6.12,203.7,Rice
52.3,34.3,24.9,22.0,54.2,7.17,56.2,Mustard
76.8,15.2,15.5,32.4,37.1,6.34,59.2,Pearl Millet
25.2,49.3,24.5,24.4,57.0,6.21,106.6,Pigeon Pea
37.9,43.6,30.0,24.0,50.6,6.82,60.0,Groundnut
126.7,61.2,117.6,21.4,65.9,6.36,67.0,Potato
111.0,45.4,54.4,27.6,45.3,7.76,65.0,Cotton
129.6,48.3,64.0,29.4,65.2,5.5,68.8,Brinjal
21.5,50.5,23.1,26.9,59.1,7.11,78.0,Black Gram
38.2,58.6,15.1,27.7,50.5,6.91,75.9,Groundnut
21.8,53.4,18.7,20.2,47.0,6.24,94.5,Pigeon Pea
112.5,45.8,112.4,16.2,64.4,5.12,55.0,Potato
115.9,45.0,42.7,21.0,57.3,6.06,85.2,Cotton
98.6,37.2,21.9,22.4,62.8,6.56,95.2,Maize
20.7,59.9,28.1,26.4,55.1,6.38,67.8,Groundnut
62.4,50.1,21.9,19.0,62.7,6.35,78.5,Maize
110.2,40.5,45.0,24.2,60.4,7.24,83.8,Cotton
81.8,59.7,40.3,22.1,52.4,7.48,74.7,Cotton
17.7,43.8,23.0,28.1,52.2,6.94,52.5,Green Gram
24.4,41.7,20.6,16.0,39.0,6.41,26.2,Lentil
94.2,51.9,59.6,30.0,65.5,6.4,64.7,Chili
24.0,46.8,22.4,24.1,53.0,6.38,84.2,Groundnut
86.3,48.5,37.0,23.9,55.6,7.89,79.6,Cotton
121.1,51.8,48.7,20.9,65.2,6.34,68.4,Tomato
20.7,35.2,15.1,24.6,54.8,5.53,94.3,Pigeon Pea
91.8,35.9,20.8,27.0,72.1,6.43,63.2,Maize
22.3,38.3,20.7,25.1,53.6,7.29,61.1,Green Gram
212.9,61.9,66.6,28.8,81.6,7.32,214.3,Sugarcane
78.5,35.8,21.7,13.3,42.6,7.15,51.2,Mustard
52.8,40.3,28.5,22.8,58.1,6.8,63.9,Sunflower
21.8,72.2,21.1,23.6,68.1,6.08,104.8,Soybean
29.1,45.3,23.3,25.9,51.0,6.94,59.3,Groundnut
88.2,43.0,24.2,22.1,62.9,6.8,52.1,Wheat
192.6,54.1,51.4,28.6,84.9,6.7,222.4,Sugarcane
60.7,28.9,17.0,14.4,44.8,7.2,47.1,Mustard
55.7,23.2,11.6,31.9,29.2,6.7,45.1,Pearl Millet
20.5,53.1,23.1,18.6,45.5,7.01,30.8,Chickpea
37.9,29.5,14.8,26.0,50.7,6.55,47.4,Sesame
76.3,31.9,20.6,17.6,44.2,7.45,38.9,Mustard
108.8,42.4,46.3,26.8,83.3,6.44,259.9,Rice
35.1,58.3,18.3,30.7,63.8,6.87,89.8,Groundnut
36.5,47.0,25.1,27.5,61.2,6.06,84.8,Groundnut
21.8,54.2,17.5,30.7,68.5,7.01,82.3,Green Gram
94.1,51.7,20.9,26.0,58.7,5.89,72.0,Maize
67.0,18.6,17.6,32.6,32.8,6.86,36.3,Pearl Millet
61.7,45.1,26.5,28.8,47.1,6.58,71.0,Sunflower
102.8,57.6,105.7,17.9,63.8,5.09,74.3,Potato
70.6,26.2,20.7,28.3,31.0,6.41,40.3,Sorghum
52.0,54.9,25.5,21.6,45.2,6.26,73.5,Sunflower
87.3,57.7,46.7,26.0,79.2,6.45,173.0,Rice
53.2,28.9,17.6,28.4,50.9,7.4,49.3,Sorghum
105.0,51.3,23.8,14.2,64.7,7.29,60.8,Wheat
76.9,22.5,13.3,32.4,25.9,6.96,40.1,Pearl Millet
156.4,47.8,48.8,29.0,67.8,6.7,185.7,Sugarcane
110.8,54.7,58.0,21.2,67.5,6.09,71.1,Tomato
24.8,52.6,24.0,28.6,61.9,7.34,61.7,Black Gram
180.0,51.6,71.6,26.8,66.4,6.55,238.5,Sugarcane
128.9,55.9,106.1,16.8,59.4,6.47,47.8,Potato
22.9,38.3,15.3,28.3,74.5,6.5,54.7,Black Gram
104.7,56.3,62.8,29.4,72.9,5.57,58.5,Brinjal
45.2,29.7,17.5,27.2,64.4,6.21,80.7,Finger Millet
103.1,51.0,25.9,18.3,67.5,7.35,71.1,Wheat
24.8,35.4,22.0,24.5,55.8,6.6,87.4,Black Gram
22.3,53.5,23.2,16.7,51.2,7.04,42.2,Chickpea
58.7,27.8,16.6,20.3,52.5,6.61,35.1,Mustard
19.2,51.8,20.9,23.9,61.6,6.76,60.9,Green Gram
93.4,55.1,35.1,25.3,78.0,6.04,288.0,Rice
56.3,22.8,19.0,27.0,25.6,7.58,47.3,Pearl Millet
23.9,43.9,17.5,24.9,68.1,7.0,58.2,Groundnut
85.6,42.3,42.3,26.6,85.7,5.7,227.1,Rice
119.5,38.8,46.9,25.8,89.4,6.34,275.7,Rice
31.5,74.1,19.4,22.7,60.2,6.43,90.5,Soybean
77.5,25.1,15.1,32.2,43.4,7.25,81.1,Sorghum
112.3,42.6,37.0,28.8,78.8,5.62,224.3,Rice
18.3,44.7,23.7,27.2,53.1,5.82,77.8,Pigeon Pea
22.7,59.4,20.6,20.5,37.3,6.19,41.2,Chickpea
91.0,42.0,16.3,23.6,53.8,6.49,61.3,Wheat
15.8,37.7,21.4,18.4,49.2,6.56,27.7,Lentil
94.7,41.7,15.4,13.8,69.3,6.82,98.3,Wheat
110.2,44.6,43.3,27.6,56.9,6.14,55.7,Chili
17.9,47.6,16.2,21.5,40.7,6.0,23.8,Lentil
117.1,69.9,45.8,18.9,56.5,6.4,81.1,Tomato
17.5,49.6,19.4,25.0,59.1,6.11,76.9,Green Gram
20.1,45.6,23.8,26.6,55.6,6.35,80.0,Green Gram
114.8,47.5,57.6,27.3,52.1,6.83,74.1,Chili
117.4,49.2,99.8,21.0,59.9,6.0,42.7,Potato
208.8,64.7,68.0,26.1,84.3,7.32,214.4,Sugarcane
123.3,67.6,59.3,25.5,70.0,6.16,48.2,Tomato
54.3,36.2,16.8,12.5,35.7,7.25,47.7,Mustard
161.2,57.7,48.0,21.5,75.4,6.37,159.5,Sugarcane
28.2,24.9,16.3,28.8,47.3,6.72,35.9,Sesame
57.2,34.8,15.7,12.5,44.4,6.6,34.1,Mustard
21.7,77.8,17.9,26.9,79.7,6.88,117.8,Soybean
23.3,51.5,18.2,24.8,57.3,6.11,69.9,Pigeon Pea
15.1,49.3,18.4,29.9,56.8,7.23,50.2,Green Gram
61.6,24.1,12.2,31.3,39.3,6.5,31.8,Pearl Millet
106.1,40.8,38.7,21.1,54.4,6.86,71.7,Cotton
24.5,51.7,24.0,30.1,64.2,6.38,64.8,Black Gram
84.4,56.2,37.5,26.0,85.9,5.65,184.4,Rice
37.6,17.3,18.6,28.3,42.4,5.56,46.4,Sesame
99.0,44.7,41.9,21.2,52.2,7.78,94.5,Cotton
25.0,40.8,16.5,17.4,53.7,6.52,30.9,Lentil
120.4,63.0,67.6,18.3,64.0,6.68,44.8,Tomato
87.0,57.3,18.0,19.0,51.9,6.68,87.8,Wheat
109.8,49.6,54.2,25.7,75.7,6.37,183.5,Rice
102.1,69.2,52.0,25.9,74.9,6.65,76.8,Brinjal
51.0,34.4,23.9,16.7,53.6,6.95,58.0,Mustard
71.6,51.7,20.9,25.6,49.6,6.93,40.5,Sunflower
62.6,33.8,17.7,26.9,34.6,6.51,61.5,Sorghum
86.2,52.9,48.2,22.3,74.4,5.73,250.8,Rice
65.1,46.2,20.1,20.7,63.9,7.16,73.6,Sunflower
26.6,43.5,16.4,28.6,51.2,6.49,88.3,Pigeon Pea
133.5,45.4,118.2,22.0,65.4,5.12,49.3,Potato
70.6,44.9,19.0,20.1,54.3,7.25,43.9,Mustard
106.4,68.6,55.9,27.9,56.1,6.72,69.1,Tomato
153.4,54.9,74.9,29.3,75.3,6.86,163.0,Sugarcane
60.4,33.0,18.6,22.7,44.0,6.79,59.5,Mustard
51.6,33.3,18.2,34.0,52.2,6.49,85.0,Sorghum
30.2,75.3,16.6,24.0,77.9,6.72,102.0,Soybean
123.0,50.6,53.4,22.2,64.0,6.65,67.3,Brinjal
184.7,55.8,59.4,26.6,72.3,7.12,237.4,Sugarcane
176.1,63.3,59.2,27.9,80.4,6.82,204.0,Sugarcane
31.7,64.2,29.7,25.5,63.0,6.47,104.0,Soybean
106.8,57.5,35.3,28.7,55.4,7.24,64.6,Cotton
29.2,59.2,17.7,20.9,49.4,7.41,55.3,Chickpea
17.2,36.4,20.7,29.6,52.2,7.26,67.2,Green Gram
26.7,59.3,17.3,24.2,46.9,6.57,40.1,Chickpea
21.8,44.3,17.7,20.1,37.9,6.92,42.6,Chickpea
55.4,27.9,20.6,21.7,49.9,5.57,79.7,Finger Millet
30.0,53.8,23.6,26.5,62.1,5.67,77.4,Pigeon Pea
93.1,41.1,47.2,29.1,51.1,6.37,101.9,Cotton
76.3,36.7,18.5,19.0,71.2,6.94,63.6,Maize
68.2,35.5,29.0,26.9,45.7,7.23,48.0,Sunflower
89.7,37.3,52.9,31.0,82.7,5.84,202.4,Rice
76.3,34.2,15.1,27.2,46.5,6.73,40.3,Sorghum
61.2,23.5,18.8,33.0,39.8,7.13,46.3,Sorghum
60.7,24.2,12.4,29.8,35.7,6.32,33.2,Pearl Millet
112.1,42.1,38.5,29.5,86.1,6.49,211.9,Rice
45.3,17.4,19.5,33.8,47.7,7.79,36.2,Pearl Millet
86.2,38.8,19.4,23.5,56.7,6.86,100.2,Maize
128.6,50.7,48.6,29.1,68.4,6.07,78.7,Brinjal
17.6,51.7,21.1,26.4,46.8,6.84,79.5,Pigeon Pea
113.7,69.9,64.7,22.7,60.3,5.94,92.2,Brinjal
46.5,17.8,12.0,28.9,26.3,6.84,45.4,Pearl Millet
75.1,41.3,21.5,16.8,41.1,6.01,55.0,Mustard
19.0,48.0,19.5,20.1,56.1,6.49,89.6,Pigeon Pea
22.3,52.8,17.7,19.5,44.4,7.06,57.6,Chickpea
84.5,56.8,22.2,19.1,73.0,5.88,86.7,Maize
89.9,43.9,50.2,22.1,72.3,5.55,156.1,Rice
109.9,47.6,39.6,31.0,77.7,6.04,286.0,Rice
26.3,20.8,14.4,25.7,45.0,6.24,55.6,Sesame
19.6,47.6,19.5,16.9,45.2,6.53,44.3,Lentil
29.4,15.4,19.7,27.2,44.5,5.59,53.3,Sesame
31.2,18.9,10.7,32.3,41.0,6.18,39.5,Sesame
21.9,35.8,23.4,19.5,47.7,6.22,40.3,Lentil
173.4,66.0,67.7,28.8,77.7,7.42,170.7,Sugarcane
39.3,28.1,18.8,26.8,40.3,5.61,62.2,Sesame
37.5,48.2,20.0,25.7,66.0,6.62,73.4,Groundnut
21.2,78.3,25.6,24.6,67.8,6.74,100.1,Soybean
22.6,45.7,23.4,15.3,42.3,6.24,33.4,Lentil
62.2,36.4,22.9,21.1,54.9,6.02,40.7,Mustard
99.1,52.8,53.7,20.6,58.4,6.58,43.3,Chili
70.1,21.0,15.3,30.5,41.0,7.26,48.0,Sorghum
31.1,26.9,15.7,27.7,48.4,6.04,54.1,Sesame
24.0,53.9,19.0,24.2,62.5,6.5,57.0,Black Gram
110.6,67.8,46.1,27.7,66.4,6.05,87.2,Brinjal
64.5,28.5,18.1,30.8,43.3,6.78,49.2,Pearl Millet
18.3,50.6,23.4,25.2,71.8,6.16,83.5,Black Gram
159.6,46.0,58.3,27.9,67.2,6.47,191.8,Sugarcane
111.7,54.7,36.8,26.9,71.2,6.05,216.2,Rice
111.0,59.5,45.4,27.0,68.6,6.69,74.1,Chili
60.3,17.1,19.8,27.5,26.8,7.26,47.9,Pearl Millet
84.8,57.3,46.9,28.8,85.8,6.0,163.0,Rice
58.4,27.4,18.3,32.1,27.6,7.54,50.1,Pearl Millet
37.1,51.9,17.6,25.5,68.5,6.03,73.1,Groundnut
84.7,50.2,27.6,17.0,61.4,6.88,59.2,Wheat
